"publ_id","publ_titulo","publ_ano","publ_doi","publ_numero","publ_volumen","publ_paginainicio","publ_paginafinal","publ_issn"
9898,"Aproximación a un indicador para estimar la magnitud del esfuerzo físico en las labores de cultivo","2021","10.15446/acag.v69n4.86501","4","69","247","255","['2323-0118', '0120-2812']"
9545,"A qualitative socio-ecological characterization of the plague threat at Hermelinda Market, La Libertad, Peru","2017",NULL,NULL,"41",NULL,NULL,NULL
8756,"Arabidopsis FH1 Formin Affects Cotyledon Pavement Cell Shape by Modulating Cytoskeleton Dynamics","2016","10.1093/pcp/pcv209","3","57","488","504","['0032-0781', '1471-9053']"
8705,"A Rapid and Effective Method for Screening Salt Tolerance in Soybean","2008","10.2135/cropsci2007.12.0666","5","48","1773","1779","['0011-183X']"
4783,"Área de la hoja compuesta y variaciones de forma en los fitómeros de arveja (Pisum sativum L.) en respuesta a diferentes ambientes de Trópico Alto Andino.","2003",NULL,"1","8","44","51",NULL
8707,"A Review on the Challenges for Increased Production of Castor","2012","10.2134/agronj2011.0210","4","104","853","880","['0002-1962', '1435-0645']"
10456,"Arf6 anchors Cdr2 nodes at the cell cortex to control cell size at division","2021","10.1083/jcb.202109152","2","221","e202109152",NULL,"0021-9525"
9547,"A roadmap itinerary as an integrative management tool in the design of a mini productive chain for organic beekeeping on San Andrés Island","2013",NULL,"2","14","129","147",NULL
9563,"Arterial blood oxygen partial pressure, hematocrit, haemoglobin, and cardiac index in broilers at 2600 m above sea level","1998",NULL,"1","30","67","74","0301732X"
10328,"Arthropod diversity associated with Bt and conventional cotton (Gossypium hirsutum L.) in Colombia","2017","10.29312/remexca.v8i4.16","4","8","905","918","2007-0934"
10027,"Arvejas Obonuco Andina y Obonuco San Isidro como alternativas productivas para la sustitución de cultivos ilícitos en el sur de Colombia","2019","10.19053/20278306.v10.n1.2019.10009","1","10","23","35","['2389-9417', '2027-8306']"
8708,"A SCAR marker for the sex types determination in Colombian genotypes of Carica papaya","2006","10.1007/s10681-006-9256-7","1-feb","153","215","220","['0014-2336', '1573-5060']"
9903,"Asociación de hongos micorrízicos arbusculares (HMA) con plantas de caña de azúcar (Saccharum officinarum) para la producción de panela en Colombia","2019","10.28940/terra.v37i2.481","2","37","175","175","['2395-8030']"
6592,"Asociación simbiótica entre hongos micorrízicos arbusculares y el sistema radicular de plántulas de cacao (Theobroma cacao L.): efecto de la formononetina y la disponibilidad de fósforo en el suelo.","2010","10.21930/rcta.vol12_num1_art:217",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4739,"Aspectos agroecológicos del cultivo del plátano en Colombia.","1995",NULL,"2","1","21","27",NULL
9910,"Aspectos biológicos del anillador de la guayaba Carmenta theobromae (Lepidoptera: Sesiidae) en Santander, Colombia","2016","10.25100/socolen.v42i2.6689","2","42","176","183","['2665-4385', '0120-0488']"
10100,"Aspectos fisiológicos y de aprovechamiento de &lt;i&gt;Acacia mangium&lt;/i&gt; Willd. Una revisión","2018","10.17584/rcch.2018v12i1.7340","1","12","244","253","['2422-3719', '2011-2173']"
4867,"Aspectos sobre el control de malezas compuestas en pastos dedicados a la ganaderia de leche.","2004",NULL,NULL,NULL,"76","84",NULL
4664,"Aspectos socioeconómicos de la producción de fríjol soya en el Meta.","2002",NULL,NULL,NULL,"37","50",NULL
8757,"Assessing NPK use efficiency of commercial inoculants in cassava (Manihot esculenta Cratz): an application of data envelopment analysis","2021","10.1007/s12892-021-00128-y","3","25","253","267","['1975-9479', '2005-8276']"
8758,"Assessing the genetic diversity of Dioscorea alata and related species from Colombia through inter-simple sequence repeat (ISSR) markers","2020","10.4067/s0718-58392020000400608","4","80","608","616","['0718-5839']"
8759,"Assessing the Unseen Bacterial Diversity in Microbial Communities","2015","10.1093/gbe/evv234","12","7","3416","3425","['1759-6653']"
10283,"Assessment of a multiplex detection method for Salmonella enterica, Escherichia coli O157:H7, and Listeria monocytogenes in cow milk","2019","10.11144/javeriana.sc24-1.aoam","1","24","277","294","2027-1352"
6305,"Assessment of an intervention experience using appropriate technologies in Santiago del Estero (Argentina)||Valoración de una experiencia de intervención con tecnologías socialmente apropiadas en Santiago del Estero (Argentina)||Valoração de uma experiência de intervenção com tecnologias socialmente apropriadas em Santiago del Estero (Argentina)","2017",NULL,NULL,NULL,NULL,NULL,NULL
8760,"Assessment of genetic diversity and population structure of Colombian Creole cattle using microsatellites","2021","10.1007/s11250-021-02563-z","1","53",NULL,NULL,"['0049-4747', '1573-7438']"
8761,"Association analysis for disease resistance to Fusarium oxysporum in cape gooseberry (Physalis peruviana L)","2016","10.1186/s12864-016-2568-7","1","17",NULL,NULL,"['1471-2164']"
8762,"Association of Botulism and Tetanus as Causative Agents of an Outbreak of Bovine Paraplegic Mortality in the Eastern Plains of Colombia","2006","10.1111/j.1749-6632.2000.tb05352.x","1","916","646","649","['0077-8923', '1749-6632']"
8763,"Association Study Reveals Novel Genes Related to Yield and Quality of Fruit in Cape Gooseberry (Physalis peruviana L.)","2018","10.3389/fpls.2018.00362",NULL,"9",NULL,NULL,"['1664-462X']"
8709,"A systematic analysis of non-centrifugal sugar cane processing: Research and new trends","2021","10.1016/j.tifs.2020.11.011",NULL,"107","415","428","['0924-2244']"
8710,"A Third Species of Hemilecanium Newstead (Hemiptera: Coccoidea: Coccidae) from the New World, with Keys to Species in the Genus","2013","10.1007/s13744-013-0151-3","5","42","508","520","['1519-566X', '1678-8052']"
8765,"Attenuated Trivalent Vaccine against Babesiosis and Anaplasmosis in Colombia","2006","10.1111/j.1749-6632.2000.tb05346.x","1","916","613","616","['0077-8923', '1749-6632']"
8766,"Attract, reward and disrupt: responses of pests and natural enemies to combinations of habitat manipulation and semiochemicals in organic apple","2021","10.1007/s10340-021-01410-2","2","95","619","631","['1612-4758', '1612-4766']"
8767,"Authentication of barley-finished beef using visible and near infrared spectroscopy (Vis-NIRS) and different discrimination approaches","2021","10.1016/j.meatsci.2020.108342",NULL,"172","108342",NULL,"['0309-1740']"
8736,"Autoradiographic and biochemical evidence for the systemic translocation of systemin in tomato plants","1995","10.1007/bf00195720","4","195","593","593","['0032-0935', '1432-2048']"
6329,"Avances en investigación sobre el comportamiento productivo del aguacate (Persea americana Mill.) bajo condiciones subtropicales.","2011","10.21930/rcta.vol12_num2_art:220",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
8741,"Avena sativa AV25-T (Altoandina) Supplementation as Alternative for Colombia's High-Altitude Dairy Systems: An Economic Analysis","2021","10.3389/fsufs.2021.758308",NULL,"5",NULL,NULL,"['2571-581X']"
8901,"Avocado ripening (Persea americana Mill. cv. Hass) and fruit quality","2016",NULL,NULL,"Suplemento Vol.1","S914","S917","2539-4142"
8769,"Azotobacter chroococcum as a potentially useful bacterial biofertilizer for cotton ( Gossypium hirsutum ): Effect in reducing N fertilization","2017","10.1016/j.ram.2017.04.006","4","49","377","383","['0325-7541']"
9904,"Azotobacter chroococcum y Azospirillum lipoferum como bioestimulantes en cultivo de Ipomoea batatas Lam.","2019","10.15517/am.v30i2.33896",NULL,"30","563","576","['2215-3608']"
10285,"Azotobacter chroococcum y Azospirillum lipoferum como bioestimulantes en cultivo de Ipomoea batatas Lam. 1","2019",NULL,"2","30","563","576","1021-7444"
6319,"Babesia bigemina en bovinos del municipio Los Palmitos (Sucre, Colombia)","2019","10.21930/rcta.vol20_num1_art:1248",NULL,NULL,NULL,NULL,"2500-5308||0122-8706"
8770,"BAC-End Microsatellites from Intra and Inter-Genic Regions of the Common Bean Genome and Their Correlation with Cytogenetic Features","2014","10.1371/journal.pone.0101873","9","9","e101873",NULL,"['1932-6203']"
8771,"Bacillus strains immobilized in alginate macrobeads enhance drought stress adaptation of Guinea grass","2021","10.1016/j.rhisph.2021.100385",NULL,"19","100385",NULL,"['2452-2198']"
8772,"BackCLIP: a tool to identify common background presence in PAR-CLIP datasets","2015","10.1093/bioinformatics/btv442",NULL,"31","btv442","3703","['1367-4803', '1460-2059']"
6228,"Bacterias anaerobias del suelo responsables de la muerte súbita bovina en sabanas tropicales: investigaciones realizadas en Colombia","2008",NULL,NULL,NULL,NULL,NULL,NULL
9905,"Baculovirus: Hospederos y especificidad","2013","10.15446/rev.colomb.biote.v15n2.41273","2","15","143","143","['1909-8758', '0123-3475']"
4674,"Balance de nitrógeno en pastura de gramíneas y pastura de gramínea más Lotus uliginosus en la sabana de Bogotá, Colombia","2009",NULL,"1","10","91","101",NULL
8774,"Banana (Musa acuminata) transcriptome profiling in response to rhizobacteria: Bacillus amyloliquefaciens Bs006 and Pseudomonas fluorescens Ps006","2019","10.1186/s12864-019-5763-5","1","20",NULL,NULL,"['1471-2164']"
6433,"Bancos forrajeros de Moringa oleífera, en condiciones de bosque húmedo tropical","2019","10.21930/rcta.vol20_num2_art:1457",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
8775,"Bases for the Establishment of Robusta Coffee (Coffea canephora) as a New Crop for Colombia","2021","10.3390/agronomy11122550","12","11","2550",NULL,"['2073-4395']"
8776,"Beef consumers’ perceptions and relationships with acceptation assessed by photography","2021","10.1080/1828051x.2021.1893132","1","20","505","513","['1828-051X']"
9565,"Beef production in irrigated and fertilized pastures of Brachiaria hybrid cv. Mulato II at the Sinú valley","2015",NULL,"1","16","131","138",NULL
10414,"Behavioral and electrophysiological response of Rhynchophorus palmarum (L. 1764) (Coleoptera: Curculionidae) to volatile compounds of natives entomopatogenic fungi","2021","10.6018/analesbio.43.07","43",NULL,"65","77","1989-2128"
7724,"Behavior of introduced regional clones of Theobroma cacao toward the infection Moniliophthora roreri in three different regions of Colombia","2011",NULL,NULL,"29","171","178","2539-4142"
8777,"Behavior of several <i>pseudomonas putida</i>
 strains growth under different agitation and oxygen supply conditions","2018","10.1002/btpr.2634","4","34","900","909","['8756-7938']"
8779,"Behaviour and welfare of fattening lambs supplemented with varying sizes and types of straw","2019","10.1111/jpn.13205","6","103","1747","1757","['0931-2439', '1439-0396']"
9894,"Bienestar animal y calidad de la canal en ovinos de pelo beneficiados en un frigorífico de Córdoba, Colombia","2021","10.21930/rcta.vol22_num1_art:1836","1","22",NULL,NULL,"['2500-5308', '0122-8706']"
8780,"Billaea rhynchophorae, a palm weevil parasitoid with global potential","2019","10.22268/ajpp-037.2.101108","2","37","101","108","['0255-982X', '2412-5407']"
8781,"Binomial sampling of Paraleyrodes Quaintance pos. bondari (Hemiptera: Aleyrodidae) in Persea americana Mill.","2016","10.15446/agron.colomb.v34n2.54084","2","34","209","216","['2357-3732', '0120-9965']"
9907,"Biodegradación de fenol en aguas tratadas de la industria petrolera para re-uso en cultivos agrícolas","2017","10.15517/rbt.v65i2.23992","2","65","685","685","['2215-2075', '0034-7744']"
9908,"Bioeconomía cómo megatendencia de investigación en el sector agropecuario: perspectivas desde un análisis de paisajes científicos","2020","10.18687/laccei2020.1.1.14",NULL,NULL,NULL,NULL,"24146390"
9846,"BIOFERTILIZATION WITH ARBUSCULAR MYCORRHIZAL FUNGI (AMF) IN FOREST SPECIES IN NURSERY","2018","10.18684/bsaa.v16n2.96","2","16","15","25",NULL
9566,"BIOINOCULANTS INDUSTRY FOR AGRICULTURAL USE IN COLOMBIA","2015",NULL,"1","18","59","67",NULL
8783,"Bio-Insecticidal Potential of Nucleopolyhedrovirus and Granulovirus Mixtures to Control the Fall Armyworm Spodoptera frugiperda (J.E. Smith, 1797) (Lepidoptera: Noctuidae)","2019","10.3390/v11080684","8","11","684",NULL,"['1999-4915']"
9912,"Biología de Diaphorina citri (Hemiptera: Liviidae) bajo condiciones de invernadero en Palmira, Colombia","2016","10.25100/socolen.v42i1.6667","1","42","36","36","['0120-0488']"
9911,"Biología y parámetros reproductivos de Diaphorina citri (Hemiptera: Liviidae) en diferentes hospederos de Rutaceae","2017","10.25100/socolen.v43i2.5934","2","43","141","141","['0120-0488']"
6243,"Biological and ecological aspects of hard ticks||Aspectos biológicos y ecológicos de las garrapatas duras||Aspectos biológicos e ecológicos dos carrapatos duros","2016",NULL,NULL,NULL,NULL,NULL,NULL
8784,"Biological and molecular characterization of the response of tomato plants treated with Trichoderma koningiopsis","2009","10.1016/j.pmpp.2009.10.001","2","74","111","120","['0885-5765']"
8788,"Biological, botanical and chemical alternatives for the control of blackberry (Rubus glaucus Benth.) diseases","2017","10.15446/rfna.v70n2.64521","2","70","8169","8176","['2248-7026', '0304-2847']"
8785,"Biological control of tomato Fusarium wilt and whiteflies with two fungal biopesticides","2018","10.17660/actahortic.2018.1207.17","1207","1207","129","138","['0567-7572', '2406-6168']"
8786,"Biological Data on Anovia punica Gordon (Coleoptera: Coccinellidae), a Predator of Crypticerya multicicatrices Kondo &amp; Unruh (Hemiptera: Monophlebidae)","2017","10.1007/s13744-017-0561-8","3","47","385","394","['1519-566X', '1678-8052']"
8787,"Biological nitrification inhibition (BNI) in Brachiaria pastures: A novel strategy to improve eco-efficiency of crop-livestock systems and to mitigate climate change","2014","10.17138/tgft(2)88-91","1","2","88","88","['2346-3775']"
9567,"Biologic studies of Copitarsia sp. (Lepidoptera: Noctuidae) under insectarium conditions","2004",NULL,"2","30","205","209","1200488"
8789,"Biology and life table parameters of &lt;em&gt;Metaphycus marensis&lt;/em&gt; Chirinos and Kondo, 2019, an encyrtid parasitoid of guava cottony scale in Venezuela","2020","10.4081/jear.2020.8810","1","52","19","19","['2279-7084', '2038-324X']"
9502,"Biology of Oligonychus yothersi (mcgregor) (acari: Tetranychidae) on avocado Persea americana Mill. cv. Lorena (lauraceae)","2011",NULL,"1","33","211","220","3665232"
